label,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
5,0.09818397253000284,0.3055984614501135,0.5147149644078073,0.21033606606968913,0.25366655426902884,0.7407198925293814,0.14137958511122875,0.09038021182114875,0.20497977966100606,0.1863589283176394,0.0504911911825581,-0.025681894574057427,1.3912368627451608,0.21257871548035812,0.5432625880652373,0.25435099138519973,0,0,0.41934546153720326,0.18004414259154625,0.007503559615055268,0,0.00011996275454258324,-1.5202373192292391e-06
